State,City,Street,Zipcode,Bedroom,Bathroom,Area,PPSq,LotArea,MarketEstimate,RentEstimate,Latitude,Longitude,ListedPrice
NY,Howard Beach,-32 81st Street UNIT 4,11414,3,1,1050,266.6666667,,281700,2995,40.66326,-73.85277,280000
NY,Auburn,Evans St,13021,4,2,2206,45.28558477,0.2268,,,42.931,-76.54955,99900
NY,Bronx,Cambreleng Ave,10458,4,2,2000,135,0.06,263000,3299,40.85507,-73.88527,270000
NY,Endicott,Nanticoke Dr,13760,3,3,1715,131.1953353,7.2,,,42.136753,-76.05828,225000
NY,Buffalo,Cathedral Dr,14224,3,2,1514,214.5970938,0.1951,362200,2100,42.840656,-78.74925,324900
NY,Ballston Lake,Blue Spruce Lane,12019,3,2,1664,114.1225962,0.4,217300,2409,42.9252,-73.81537,189900
NY,Pavilion,Ellicott Street Rd,14525,3,1,1284,140.1090343,1,,,42.898796,-78.052864,179900
NY,Elma,Dellwood Dr,14059,3,3,1656,223.3695652,0.4729,388800,2500,42.819298,-78.6592,369900
NY,Jamestown,Maple St,14701,4,2,3462,28.85615251,0.1263,94400,1352,42.089787,-79.22938,99900
NY,Fayetteville,Highbridge Rd TRAILER 31,13066,2,1,784,63.64795918,2.6198,,,43.025074,-76.0426,49900
NY,Bronx,Fairmount Avenue,10465,3,1,1305,252.7969349,0.057392103,,,40.836388,-73.8206,329900
NY,New Rochelle,Lake Avenue,10801,4,3,3545,310.2961918,0.539990817,,,40.920547,-73.80054,1100000
NY,Averill Park,Holcomb Road,12018,3,2,1782,112.1773288,1.09,210200,2228,42.619305,-73.54461,199900
NY,Wurtsboro,Yankee Lake Road,12790,2,1,1620,200.617284,0.230004591,,,41.57746,-74.55734,325000
NY,Garnerville,Centennial Dr,10923,5,3,2286,174.5406824,0.269995409,436800,4200,41.211803,-74.000336,399000
NY,Pomona,Old County Rd,10970,3,2,960,155.2083333,,,2158,41.187634,-74.03591,149000
NY,Williamsville,Thistle Lea,14221,3,2,1793,165.0306748,0.2452,,,42.97375,-78.77451,295900
NY,Victor,Brownsville Rd,14564,4,2,1326,139.5173454,0.59,211400,2199,42.985027,-77.38365,185000
NY,Holland,Lewis Rd,14080,2,1,864,214.1203704,12.7,208800,1500,42.65275,-78.6032,185000
NY,Davenport,State Highway 23,13750,2,1,900,255.4444444,57.7,,350,42.44817,-74.76029,229900
NY,Ronkonkoma,Express Drive S,11779,3,2,1038,385.3468208,0.2,431100,3399,40.812096,-73.118286,399990
NY,Middlesex,Old Vineyard Rd,14507,3,2,1481,199.1897367,9.28,311600,1650,42.7176,-77.31646,295000
NY,Canandaigua,Smith Rd,14424,3,2,1919,182.3345492,5,,2149,42.91389,-77.22765,349900
NY,Far Rockaway,Neilson St APT 1H,11691,1,1,806,167.4937965,,137600,1999,40.60431,-73.74758,135000
NY,Baldwinsville,Dog Leg Dr,13027,3,3,1760,164.7159091,0.3085,,,43.126728,-76.30296,289900
NY,Chatham,Church St,12037,3,3,1871,195.0828434,0.25,,2999,42.35705,-73.60231,365000
NY,Middletown,Nicole Place,10940,4,2,2088,186.7337165,1.28,,,41.507595,-74.49548,389900
NY,Uniondale,Leslie Lane,11553,3,2,1206,402.1558872,0.174471993,504300,3999,40.70852,-73.58141,485000
NY,Middletown,Woodcrest Drive,10940,1,1,584,214.0410959,0.19469697,,,41.491943,-74.49228,125000
NY,Buffalo,Allegany Ave,14217,5,2,2095,128.8782816,0.1327,309000,2299,42.96744,-78.8697,270000
NY,Staten Island,Ilyssa Way,10312,3,3,1553,217.6432711,0.013039486,324700,3099,40.560017,-74.18515,338000
NY,Watertown,State Route 37,13601,4,2,2492,76.20385233,1.09,,1584,44.03846,-75.90158,189900
NY,Nassau,Morey Park Road,12123,6,2,2770,86.64259928,0.97,224700,2052,42.54404,-73.60265,240000
NY,Lockport,Georgia Ave,14094,3,1,864,185.0694444,0.19,,,43.156754,-78.67833,159900
NY,Syracuse,Edgewood Dr,13205,3,2,1952,115.2151639,2,,,42.98931,-76.13639,224900
NY,Albany,Consaul Road,12205,3,2,1547,193.9237233,0.27,317700,2499,42.744305,-73.8506,300000
NY,Pine Bush,Church Road UNIT -,12566,3,2,1748,266.0183066,1.1,475600,2770,41.661205,-74.32004,465000
NY,Lake Katrine,Main St,12449,3,2,1608,93.22139303,0.61,155200,3499,42.004448,-74.00315,149900
NY,Poughkeepsie,Bart Dr,12603,3,3,1514,264.2007926,0.35,417500,2700,41.65111,-73.84269,400000
NY,Springville,E Hill Run,14141,3,2,1403,205.9871703,0.629,310900,2017,42.505566,-78.64429,289000
NY,Croton On Hudson,Hastings Avenue,10520,5,3,1728,303.8194444,0.147589532,556000,4500,41.19692,-73.88041,525000
NY,New Berlin,Seymour Ln,13411,4,2,1827,218.3908046,33.76,409700,2119,42.64148,-75.39285,399000
NY,Oswego,Montcalm St,13126,3,3,2108,154.1271347,0.303,,,43.459064,-76.520004,324900
NY,Oceanside,Christopher Street,11572,4,2,1442,242.5797503,0.137741047,,,40.641685,-73.624245,349800
NY,Gardiner,Route 44 55,12525,3,2,1404,249.287037,2.3,,1599,41.70165,-74.192535,349999
NY,Center Moriches,Brookfield Avenue,11934,4,3,1400,356.4285714,0.45,518800,7500,40.80781,-72.80171,499000
NY,Duanesburg,Darrow Road,12056,3,2,2086,203.7392138,1.2,442700,2358,42.76202,-74.05399,425000
NY,Willsboro,Point Rd,12996,6,5,3672,449.3464052,5.6,,,44.422703,-73.37271,1650000
NY,Syracuse,W Ostrander Ave,13205,4,2,1728,3.472222222,,,2250,43.014565,-76.142624,6000
NY,Alexander,Broadway Rd,14005,3,2,1372,138.4110787,0.6959,206100,2228,42.904915,-78.257416,189900
NY,Mohegan Lake,Stony Street,10547,3,1,1808,215.6526549,2.78,,,41.32474,-73.832,389900
NY,Halfmoon,Hancock Way,12065,2,3,1217,184.8808546,0.01,236300,2149,42.843067,-73.72458,225000
NY,Buffalo,Belmont Ave,14223,3,2,1381,217.1614772,0.1307,341000,2070,42.970985,-78.85358,299900
NY,Mohegan Lake,Baker Street UNIT 16,10547,3,1,793,157.629256,,,,41.315384,-73.841835,125000
NY,Pt Jervis,Ball Street,12771,5,2,2696,129.4510386,0.114807163,335900,2934,41.372284,-74.689896,349000
NY,Naples,S Gannett Hill Rd,14512,4,3,3580,220.6424581,71.36,819200,4766,42.686516,-77.39407,789900
NY,Rochester,Gordon Dr,14626,5,3,2389,99.20468815,0.37,279500,2600,43.20198,-77.72298,237000
NY,Stormville,Stormville Mountain Road,12582,3,2,1634,260.0979192,1.2,,,41.53421,-73.708725,425000
NY,Albany,Whitehall Road,12209,3,2,1340,149.2537313,0.07,214900,1988,42.641296,-73.78824,200000
NY,Webster,Shorewood Dr,14580,3,2,1598,125.0938673,0.51,235300,2414,43.23241,-77.516685,199900
NY,Jamesville,Grace Pl,13078,3,2,1120,160.625,0.1641,,,42.990902,-76.10915,179900
NY,Carmel,Crosby Road,10512,3,2,2136,234.0355805,0.989990817,,,41.40472,-73.66732,499900
NY,North Syracuse,Lisa Ln,13212,4,2,1866,150,0.2883,315500,2700,43.1393,-76.10688,279900
NY,Fleischmanns,Brush Ridge Rd,12430,2,1,1106,266.7269439,1.61,,,42.15771,-74.50529,295000
NY,Seneca Falls,State Route 414,13148,5,3,3336,56.92446043,1.88,,,42.812557,-76.80893,189900
NY,Lake Placid,Fox Run Ln,12946,4,4,4010,243.1421446,0.46,,,44.266136,-73.98562,975000
NY,Fulton,Wood Ridge Ln,13069,4,4,2408,124.5431894,11.29,,,43.313107,-76.36216,299900
NY,Staten Island,Zoe St,10305,3,2,1156,475.7785467,0.044834711,533400,2981,40.587803,-74.0971,550000
NY,New Windsor,State Route 94,12553,2,1,778,282.7763496,0.490909091,,,41.451214,-74.06526,220000
NY,Catskill,Green Lake Rd,12414,3,2,2392,166.8060201,0.55,,,42.27413,-73.89598,399000
NY,Rochester,Verstreet Dr,14616,3,2,1101,108.9009991,0.2,,,43.22282,-77.65171,119900
NY,Norwich,County Road 34,13815,4,1,1950,94.87179487,0.6,185000,1255,42.513138,-75.49418,185000
NY,Staten Island,McKee Ave,10308,3,1,1390,395.5395683,0.114784206,527100,2949,40.544872,-74.14103,549800
NY,Sidney,Delaware Ave,13838,3,3,1353,114.4863267,0.56,,,42.30857,-75.39281,154900
NY,Williamson,Ridge Rd,14589,3,2,1804,132.9822616,6.77,,,43.23274,-77.16667,239900
NY,Depew,Dean Rd,14043,3,2,960,206.7708333,0.12,232000,1984,42.91934,-78.72027,198500
NY,Peekskill,Hudson Avenue,10566,3,1,1060,216.8867925,0.049403122,,,41.2853,-73.9197,229900
NY,Syracuse,S State St,13205,4,2,2016,6.448412698,,,2258,43.0255,-76.14357,13000
NY,Glenmont,E Bayberry Road,12077,4,3,1907,235.9722077,0.59,480600,2800,42.60658,-73.80856,449999
NY,Holmes,Route 292,12531,3,1,1056,189.3939394,0.36,201800,2500,41.53998,-73.65075,200000
NY,Farmington,Cornfield Cir,14425,3,2,1468,156.6076294,0.1342,259100,1829,42.953636,-77.33894,229900
NY,Athens,Route 385,12015,3,1,1282,117.0046802,2.2,140700,2079,42.313618,-73.794655,150000
NY,Berne,Lake Road,12023,2,2,840,178.452381,1.1,154600,903,42.544266,-74.08728,149900
NY,Schenectady,Randolph Road,12308,3,2,1572,178.0852417,0.27,284100,2149,42.824364,-73.918594,279950
NY,Staten Island,Arden Ave,10312,4,1,1680,238.0357143,0.137741047,377900,3140,40.530388,-74.16176,399900
NY,Kingston,Downs Street,12401,4,1,2126,88.89934149,1,185600,2764,41.933887,-74.00385,189000
NY,Monroe,Sylvan Trail,10950,3,2,1634,208.0783354,0.436707989,,,41.389637,-74.13792,340000
NY,Rochester,E River Rd,14623,4,3,2027,147.9526394,1,,,43.108856,-77.66733,299900
NY,Grand Island,Riverdale Dr,14072,3,1,1170,166.5811966,0.2686,,,42.988605,-78.95066,194900
NY,Rome,Hickory St,13440,5,3,2400,156.125,0.57,,,43.23906,-75.44938,374700
NY,Plattsburgh,Salmon River Rd,12901,4,3,2080,52.83653846,2.4,110700,3681,44.629948,-73.544395,109900
NY,Rochester,Willow Ridge Trl,14626,3,3,1836,163.3442266,0.5,352400,2600,43.224937,-77.72523,299900
NY,Nyack,Sickles Avenue,10960,3,2,2004,373.752495,0.219995409,,,41.09397,-73.92149,749000
NY,Glen Cove,Valentine Street,11542,1,1,1129,353.4100974,0.057392103,409500,2269,40.8652,-73.64699,399000
NY,Westbury,Park Avenue,11590,4,3,1482,296.8960864,0.114784206,468800,4270,40.76401,-73.56741,440000
NY,Niagara Falls,Blanchard Ave,14304,3,2,1272,75.39308176,0.0016,,,43.131985,-78.94467,95900
NY,Carmel,N Terry Hill Road,10512,2,1,730,239.7260274,0.275505051,,,41.471596,-73.66437,175000
NY,Syracuse,James St APT 14,13206,3,2,1424,129.9157303,0,,,43.069508,-76.09936,185000
NY,Staten Island,Grant Pl,10306,3,2,1008,543.6507937,0.096418733,548400,2670,40.578163,-74.10364,548000
NY,West Winfield,South St,13491,5,2,3723,53.45151759,0.86,,,42.879036,-75.19181,199000
NY,Bronx,Evergreen Ave APT 4,10472,3,1,1200,249.9991667,,286800,3150,40.828934,-73.880875,299999
NY,Rochester,Chestnut Ridge Rd,14624,2,2,1124,115.569395,0.47,,,43.116665,-77.7296,129900
NY,Pleasant Valley,Masten Rd,12569,4,3,2212,214.7377939,3.8,,,41.75977,-73.77219,475000
NY,Cicero,Palisades Dr,13039,4,2,1624,147.7216749,0.2343,,,43.183125,-76.09137,239900
NY,Schenectady,Division Street,12304,3,3,1400,121.3571429,0.13,,2129,42.800606,-73.92086,169900
NY,Middleburgh,High Pine Meadows Rd,12122,3,1,835,274.251497,5.01,,,42.511395,-74.36607,229000
NY,West Hempstead,Hopatcong Ave,11552,2,2,944,217.1610169,,,3481,40.67564,-73.658165,205000
NY,Amherst,Lebrun Rd,14226,5,5,3918,153.1393568,1.46,672400,4086,42.950863,-78.81023,600000
NY,Peekskill,Waterview Estates,10566,2,2,1088,326.2867647,0.089990817,,,41.281048,-73.930275,355000
NY,Syracuse,Fern Rd,13219,3,2,1264,189.7943038,0.1921,269900,2191,43.03658,-76.21687,239900
NY,Stamford,S Gilboa Rd,12167,3,3,1600,50,1.3,,,42.415184,-74.5283,80000
NY,Mahopac,W Curry Rd,10541,2,1,950,366.3157895,0.34,373900,2600,41.41208,-73.73989,348000
NY,Walden,Orchard Street,12586,3,2,1461,177.6180698,0.134297521,,,41.559555,-74.19337,259500
NY,Mahopac,W Lovell Street,10541,3,3,2950,177.9661017,0.680004591,,,41.353924,-73.71897,525000
NY,Dryden,Lake Rd,13053,5,3,2820,88.65248227,0.72,,,42.467846,-76.27949,250000
NY,Owego,McLean Rd,13827,3,1,1969,50.73641442,0.28,,,42.145416,-76.26058,99900
NY,Rochester,Clearwater Cir,14612,3,3,1876,151.9189765,0.2755,,,43.25492,-77.70363,285000
NY,Saugerties,Route 212,12477,3,1,1030,286.407767,1.4,301000,2729,42.074585,-74.02529,295000
NY,Springwater,Wetmore Rd,14572,2,1,1254,135.4864434,1,,1535,42.663197,-77.5376,169900
NY,New Paltz,State Route 32 S,12561,3,1,1276,309.4827586,0.6,,,41.711685,-74.08647,394900
NY,Staten Island,Arlington Pl,10303,5,2,912,656.7982456,0.100091827,554600,3487,40.636177,-74.170876,599000
NY,Whitesboro,Broadwood Ln,13492,3,2,1742,200.3444317,0.2916,,,43.110577,-75.31348,349000
NY,Syracuse,Makyes Rd,13215,4,3,2336,213.9982877,1.55,,,42.977146,-76.189766,499900
NY,Scottsville,Brook Rd,14546,1,2,1322,102.118003,2.01,152900,1104,43.08015,-77.75399,135000
NY,Ferndale,Indian Lake Road,12734,2,2,1124,209.0747331,0.130004591,,,41.767952,-74.76766,235000
NY,Schenectady,Eugene Dr,12303,3,2,1456,180.6318681,0.210009183,270900,2410,42.767113,-73.9341,263000
NY,Staten Island,Ramona Ave,10309,3,2,960,588.5416667,0.038544536,567500,2870,40.53546,-74.21105,565000
NY,Syracuse,Highland Ave,13203,4,3,4284,88.70214753,0.2984,,,43.06089,-76.13657,380000
NY,Holmes,Holmes Road,12531,5,1,1664,165.2644231,0.589990817,,,41.52383,-73.6494,275000
NY,Hannacroix,Sodem Road,12087,3,1,1332,75,6.35,99700,2050,42.42948,-73.89568,99900
NY,Canandaigua,Oak Tree Dr,14424,3,2,1263,23.75217736,0.19,63700,358,42.85736,-77.21845,29999
NY,Middletown,Van Duzer Road,10940,4,4,2758,126.8672951,2.3,,,41.45043,-74.46889,349900
NY,Buffalo,E And West Ave,14224,4,2,1508,185.6100796,0.99,313700,1749,42.8204,-78.76756,279900
NY,Athens,Howard Hall Rd,12015,4,2,1722,290.3600465,7.1,437500,2800,42.270504,-73.835785,500000
NY,Pearl river,S Reld Drive,10965,3,2,1441,399.0284525,0.25,,,41.06687,-74.00155,575000
NY,Lancaster,Schwartz Rd,14086,3,1,1036,221.9111969,0.9183,251100,1929,42.900803,-78.60854,229900
NY,Webster,Cherry Hill Ln,14580,2,1,960,182.1875,0.45,205200,1747,43.202396,-77.50733,174900
NY,Victor,Wellington Dr,14564,4,3,2480,160.8870968,0.8,,,42.97705,-77.42773,399000
NY,Rochester,Greenfield Ln,14610,2,3,2230,156.9058296,0.22,,,43.136055,-77.53412,349900
NY,Skaneateles,Willowdale Rd,13152,3,2,1404,249.2165242,8.94,,,42.849937,-76.28527,349900
NY,Poughkeepsie,Spring Road,12601,3,2,1792,192.5223214,0.460009183,,,41.626392,-73.90627,345000
NY,Cheektowaga,Oehman Blvd,14225,4,2,1516,151.6490765,0.15,266700,2350,42.944126,-78.77506,229900
NY,Williamsville,Sunrise Blvd,14221,3,2,1428,167.2969188,0.25,,,42.9807,-78.778786,238900
NY,Rochester,Rae Dr,14626,3,2,1068,154.494382,0.3,,,43.222473,-77.68007,165000
NY,Bay Shore,Lombardy Boulevard,11706,4,2,1740,189.6551724,0.210009183,351300,3714,40.74736,-73.26766,330000
NY,Antwerp,Main St,13608,8,2,4282,23.3535731,1.88,,,44.194965,-75.605865,100000
NY,Cheektowaga,Wilshire Rd,14225,3,1,1122,124.688057,0.16,,1800,42.947296,-78.761925,139900
NY,Delmar,Kenwood Avenue,12054,2,1,1063,188.1467545,0.37,218400,2139,42.623966,-73.84586,200000
NY,Staten Island,Braisted Avenue,10314,4,4,2032,280.4625984,0.059251607,551300,3399,40.591232,-74.15548,569900
NY,Mineville,Bartlett Pond Road,12956,3,1,1400,67.85714286,1.7,93700,2673,44.10074,-73.511215,95000
NY,Orchard Park,Hobby Ln,14127,4,2,1832,163.7554585,0.3027,329800,2500,42.76993,-78.72188,300000
NY,Penfield,Whalen Rd,14526,3,2,1824,95.88815789,0.44,,,43.142323,-77.45953,174900
NY,Newburgh,Van Ness Street,12550,3,2,1323,75.58578987,0.172199265,,,41.5024,-74.02947,100000
NY,Rochester,Lake Ave,14612,4,2,1756,51.19589977,0.1762,107600,1800,43.236958,-77.62295,89900
NY,Yonkers,Riverdale Avenue UNIT 6B,10705,2,1,1000,140,,155000,2199,40.915474,-73.90217,140000
NY,Staten Island,Rumson Rd,10314,3,2,1408,347.3011364,0.032323232,473700,2900,40.57713,-74.15987,489000
NY,Shandaken,Route 214,12464,3,2,1092,273.8095238,0.36,321400,2755,42.08623,-74.3176,299000
NY,Rochester,River Meadow Dr,14623,2,1,988,131.4777328,0.13,,,43.077595,-77.6968,129900
NY,Akron,Brooklyn St,14001,3,2,1590,172.8930818,0.55,304400,2199,43.019043,-78.50149,274900
NY,Buffalo,Shepard Ave,14217,3,2,1748,91.47597254,0.1032,210400,2199,42.968845,-78.88282,159900
NY,Batavia,Downey Rd,14020,3,2,1568,197.6403061,10,325300,1999,43.04085,-78.26769,309900
NY,Hudson,Carroll St,12534,2,2,1280,374.21875,0.07,452400,2647,42.252472,-73.78498,479000
NY,Williamson,Lake Rd #1,14589,1,1,1051,95.05233111,0,,,43.285103,-77.14292,99900
NY,Rochester,Newcastle Rd,14610,3,2,1456,137.293956,0.1812,244700,2199,43.14957,-77.54477,199900
NY,Islip,Main St. Unit 57,11751,2,1,460,163.0434783,0,,2600,40.727688,-73.21947,75000
NY,Canandaigua,Butler Rd,14424,3,3,1937,219.3598348,1.1,464600,2999,42.852974,-77.28833,424900
NY,Saugerties,Lauren Tice Road,12477,3,2,2065,265.8595642,4.7,537100,3699,42.122257,-73.94941,549000
NY,Rochester,Delmar Rd,14616,4,1,1176,118.962585,0.3323,166600,1999,43.239414,-77.634544,139900
NY,Hauppauge,Wedgewood Drive,11788,4,3,2320,277.8017241,0.25,666400,3499,40.8274,-73.15575,644500
NY,Weedsport,Weedsport Sennett Rd,13166,3,2,1794,189.4648829,0.5659,360800,1843,43.040714,-76.55659,339900
NY,East Aurora,Castle Hill Rd,14052,3,2,1578,209.0621039,0.7171,364200,2500,42.770096,-78.57604,329900
NY,Cortlandt Manor,Arthur Street,10567,3,2,1632,238.3578431,0.35479798,,,41.322643,-73.877144,389000
NY,Bronxville,Parkway Road UNIT 6D,10708,1,1,750,380,,,,40.940056,-73.83565,285000
NY,Lake George,Diamond Point Road,12845,3,2,1260,313.4920635,11.24,401100,2100,43.488594,-73.72064,395000
NY,Hoosick Falls,Tate Road,12090,3,1,1408,209.1619318,1.99,294100,1749,42.917427,-73.371666,294500
NY,Vestal,Chalburn Rd,13850,4,3,2961,104.6605876,0.54,,,42.093914,-75.99498,309900
NY,Flushing,66th St,11378,3,3,1344,669.6428571,0.057392103,895400,2711,40.729954,-73.89893,900000
NY,Amherst,N Bailey Ave,14226,4,1,1568,152.997449,0.2204,269600,2250,42.982143,-78.814224,239900
NY,Staten Island,Copperleaf Ter,10304,4,6,8333,384.0153606,0.246189164,3171000,3112,40.586113,-74.10757,3200000
NY,Ellicottville,Greer Hill Dr,14731,4,3,3086,323.7200259,0.287,,,42.27235,-78.67593,999000
NY,Bayside,-31 23rd Avenue UNIT Th3,11360,3,3,1500,373.3333333,,560900,4250,40.783466,-73.774734,560000
NY,Mastic Beach,Orchid Drive,11951,2,1,420,380.7142857,0.089990817,,3399,40.77139,-72.83767,159900
NY,North Tonawanda,Sisson Dr,14120,3,2,1332,195.1201201,0.3673,292000,1948,43.050503,-78.84502,259900
NY,Pawling,Oak Shadow Lane,12564,3,2,1986,274.4209466,8.08,,,41.562447,-73.58618,545000
NY,Bovina Center,Ford Rd,13740,1,1,550,427.2727273,9.09,,,42.302204,-74.73297,235000
NY,Nassau,ROUTE 66,12123,2,1,1030,116.407767,1,128700,1949,42.56766,-73.5126,119900
NY,Amsterdam,Rockton Street,12010,3,2,1043,28.66730585,0.12,,1749,42.953278,-74.17426,29900
NY,Copake,County Route 7a,12516,2,2,1510,89.40397351,0.069995409,,1700,42.10448,-73.54818,135000
NY,Newburgh,Hinchcliffe Drive,12550,4,3,2626,106.2452399,0.463498623,276500,3499,41.561504,-74.05326,279000
NY,Williamson,Tuckahoe Rd,14589,3,2,2016,116.3194444,4.7,270400,1999,43.252365,-77.20325,234500
NY,Binghamton,Mill St,13903,4,3,2826,84.89030432,0.304269972,,,42.087345,-75.90644,239900
NY,Medford,Buffalo Avenue,11763,3,2,2200,195,0.530004591,454900,4500,40.81215,-72.990845,429000
NY,East Hampton,Runnymeade Dr,11937,3,2,1600,996.875,0.459986226,1573900,38522,41.04182,-72.17442,1595000
NY,Buffalo,Pierce St,14206,3,1,1018,142.3379175,0.1194,166000,1514,42.86891,-78.800316,144900
NY,Kew Gardens,-44 Lefferts Blvd #5A,11415,2,1,1200,300,,369300,2776,40.70526,-73.83288,360000
NC,Gastonia,Harmony Trl,28056,2,2,1892,76.58562368,0.56,,1311,35.226273,-81.10186,144900
NC,Canton,Plank Rd,28716,2,1,1319,245.8862775,0.74,310200,1700,35.443127,-82.90505,324324
NC,Wake Forest,E Juniper Ave,27587,3,2,323,386.996904,0.23,,1215,35.983093,-78.50244,125000
NC,Murphy,Persimmon Heights Rd,28906,2,3,1764,192.6870748,1.5,339200,2400,35.031754,-84.20124,339900
NC,Mooresville,Inverness Loop,28117,3,2,1660,129.5180723,0.38,217400,1994,35.5742,-80.884056,215000
NC,Garner,Kimeo Way,27529,4,3,2249,175.5891507,0.21,398000,2094,35.70494,-78.587074,394900
NC,Goldsboro,N Claiborne Street,27530,3,2,1420,98.52112676,0.3,139400,1350,35.38092,-77.96412,139900
NC,Wilmington,Kings Drive,28405,4,2,1423,105.4111033,0.232988981,337100,2199,34.26466,-77.87297,150000
NC,Bostic,Bostic Sunshine Hwy,28018,3,2,1618,135.9703337,5.3,203300,1698,35.37473,-81.828026,220000
NC,Coats,E Main St,27521,4,3,2551,68.6005488,0.6,166300,2299,35.40822,-78.66661,175000
NC,Franklin,Little Rd,28734,3,3,2776,108.0331412,0.75,281700,2700,35.21161,-83.37752,299900
NC,Whiteville,James B White Highway N,28472,5,2,2233,71.60770264,3.8,141600,2028,34.413918,-78.733315,159900
NC,Salisbury,E Lafayette St,28144,4,3,2827,47.75380262,0.32,127300,2350,35.66856,-80.4591,135000
NC,Mooresville,Country Lake Dr,28115,5,4,3212,207.0361146,0.55,647200,3338,35.565086,-80.75905,665000
NC,Mebane,Idlewood Dr,27302,3,2,1855,113.2075472,1.3,194100,1994,36.02636,-79.28664,210000
NC,Bryson City,Laurel Branch Rd,28713,3,2,1332,247.7477477,0.356,313900,1849,35.43152,-83.50175,330000
NC,Hope Mills,Glenmore Dr,28348,3,2,1550,125.8064516,0.26,195500,1400,34.97521,-78.96651,195000
NC,Winterville,Winterfield Drive,28590,3,2,1536,148.4375,0.339990817,229800,1650,35.532,-77.38133,228000
NC,Robbinsville,Anderson Crk,28771,3,2,1223,171.6271464,3.51,187400,1849,35.27493,-83.76238,209900
NC,Wake Forest,Graham Sherron Rd,27587,3,3,3499,150.0428694,3.1,527000,3499,36.05021,-78.575455,525000
NC,Beaufort,Straits Point Road,28516,3,3,1950,123.0769231,0.589990817,236700,1999,34.72991,-76.56314,240000
NC,Leland,Mill Creek Loop,28451,3,3,1633,205.0826699,0.210009183,333800,1960,34.25118,-78.02355,334900
NC,Tabor City,Marlowe Road,28463,8,1,3060,13.03921569,1.0013,,2094,34.023617,-78.73571,39900
NC,Weaverville,Indian Camp Branch Rd,28787,2,2,1352,221.1538462,1.1,,,35.753574,-82.602745,299000
NC,New Bern,Gibbs Road,28560,3,2,1482,219.2982456,0.689990817,324100,2515,35.033516,-76.9928,325000
NC,Lenoir,SW Highland Avenue,28645,4,3,2498,156.0848679,0.24,390100,2354,35.911648,-81.53126,389900
NC,Hertford,Tuscarora Trail,27944,3,2,1344,186.0119048,0.369995409,250200,1350,36.167244,-76.26495,250000
NC,Bakersville,Nc 80,28705,3,2,1982,128.6579213,2.63,,,35.98028,-82.18121,255000
NC,Franklin,Sloan St,28734,4,2,2606,115.0805833,2.4,289100,2500,35.185345,-83.367645,299900
NC,Charlotte,Ash Cove Ln,28269,4,3,2046,202.8347996,0.4,416800,2167,35.37683,-80.77266,415000
NC,Henderson,S Chestnut St,27536,3,3,3024,55.88624339,0.21,154500,2745,36.324394,-78.411606,169000
NC,Charlotte,Lake Rd,28269,4,4,2562,167.7985948,0.526,428900,1546,35.294235,-80.83375,429900
NC,Fayetteville,Issac Dock Dr,28314,3,3,1774,135.2874859,,242400,1694,35.055954,-79.08293,240000
NC,Clyde,Thunder Rd,28721,2,2,1686,230.7236062,5.5,,2372,35.55463,-82.89092,389000
NC,Kinston,Rhem Street,28501,5,2,1014,24.65483235,0.1,,799,35.267853,-77.58927,25000
NC,Knightdale,Tawana Ct,27545,3,3,1359,246.5047829,0.33,336600,1888,35.777668,-78.518974,335000
NC,Fairview,Bear Trl,28730,3,2,1755,162.3931624,2,274700,2664,35.553986,-82.34734,285000
NC,Lenoir,Playmore Beach Rd,28645,3,2,1897,224.0379547,10.66,423600,2244,35.881203,-81.67876,425000
NC,Fayetteville,Gallant Ridge Dr,28314,3,2,1564,118.286445,0.26,185900,1550,35.032978,-79.05937,185000
NC,Charlotte,Baker Dr,28210,4,3,2388,343.3835846,0.33,836900,2600,35.165558,-80.86918,820000
NC,Statesville,E Front St,28677,3,2,1997,112.6690035,0.24,224100,1728,35.786076,-80.8784,225000
NC,Weaverville,Sage Crest Loop,28787,3,2,1324,290.7854985,0.12,408600,2224,35.716145,-82.59951,385000
NC,Supply,John D Robinson Street SW,28462,3,2,1100,86.36363636,0.098989899,86600,509,33.927147,-78.267426,95000
NC,Hayesville,Mountain Meadows Dr,28904,3,2,1172,230.2901024,1,267400,1900,35.03361,-83.649025,269900
NC,Morganton,Bost Rd,28655,3,2,1296,123.3796296,0.58,158300,1714,35.767704,-81.71563,159900
NC,Bryson City,Conard Cir,28713,2,2,1110,315.3153153,2.464,335000,1650,35.426723,-83.545235,350000
NC,Murphy,Goldfinch Ln,28906,2,2,1212,272.1947195,1,328500,1849,35.041607,-84.15099,329900
NC,Lake Lure,Nors Way,28746,3,2,1248,148.2371795,2.06,173700,955,35.487587,-82.10044,185000
NC,Burnsville,Big Ridge Rd,28714,3,3,2318,128.9905091,0.89,,,35.76574,-82.20294,299000
NC,Havelock,Lee Drive,28532,3,2,1105,76.92307692,0.75,86500,1390,34.900845,-76.93245,85000
NC,Murphy,Country Mountain Ridge Dr,28906,2,2,1144,241.9143357,1,261900,1900,35.038475,-84.15635,276750
NC,Goldsboro,N James Street,27530,4,4,4318,15.03010653,0.289990817,,2500,35.387386,-77.99739,64900
NC,Beaufort,Mallard Court,28516,3,2,1529,212.4918247,1.05,301900,1800,34.786137,-76.563034,324900
NC,Fairview,Afternoon Dr,28730,3,2,1543,268.9565781,2.5,,1895,35.51514,-82.33903,415000
