Product,Price,Date
Samsung Galaxy Z Flip6 12GB/512GB,"35,204,581",2023-12-20
iPhone 16 Pro (256GB),"33,308,134",2024-02-11
iPhone 16,"28,212,988",2023-07-25
Samsung Galaxy Z Fold6 12GB/1TB,"45,645,789",2023-09-03
Samsung Galaxy Z Fold6 12GB/512GB,"41,366,287",2024-01-30
iPhone 16 Pro (256GB),"34,163,297",2024-09-01
iPhone 16 Pro Max,"46,499,175",2024-07-07
Samsung Galaxy Z Fold6 12GB/512GB,"41,932,233",2023-09-16
Samsung Galaxy Z Flip6 12GB/256GB,"32,168,247",2024-04-16
Samsung Galaxy Z Fold6 12GB/512GB,"42,918,404",2024-06-23
Samsung Galaxy Z Fold6 12GB/256GB,"40,969,486",2024-01-15
Samsung Galaxy Z Fold6 12GB/1TB,"47,314,805",2023-09-29
iPhone 16 Plus (256GB),"32,530,291",2024-01-05
iPhone 16 Pro (256GB),"33,143,596",2023-11-18
iPhone 16 Plus (256GB),"30,561,808",2024-07-28
Samsung Galaxy Z Fold6 12GB/1TB,"49,750,262",2024-03-16
iPhone 16 Plus (256GB),"34,382,959",2023-12-30
Samsung Galaxy Z Flip6 12GB/512GB,"35,761,677",2023-08-26
iPhone 16 (256GB),"30,969,545",2024-03-26
Samsung Galaxy Z Flip6 12GB/256GB,"28,889,227",2024-06-26
iPhone 16 Plus,"30,595,826",2023-12-24
Samsung Galaxy Z Flip6 12GB/256GB,"29,870,168",2024-01-25
iPhone 16 Pro (256GB),"34,716,414",2023-11-25
Samsung Galaxy Z Flip6 12GB/256GB,"29,815,305",2023-07-26
iPhone 16 Pro (256GB),"35,606,439",2023-12-10
iPhone 16 Plus (256GB),"31,954,780",2024-01-29
Samsung Galaxy Z Flip6 12GB/256GB,"28,425,621",2023-11-17
iPhone 16 Pro (256GB),"37,502,967",2023-11-19
iPhone 16 Pro Max (512GB),"48,831,426",2024-01-06
iPhone 16 Plus,"30,544,370",2024-04-27
iPhone 16 Pro Max (512GB),"47,950,477",2023-09-02
Samsung Galaxy Z Fold6 12GB/256GB,"36,215,956",2024-08-25
Samsung Galaxy Z Flip6 12GB/512GB,"35,847,694",2024-04-22
Samsung Galaxy Z Fold6 12GB/512GB,"41,635,237",2023-09-20
iPhone 16 (256GB),"29,793,257",2023-09-15
Samsung Galaxy Z Flip6 12GB/256GB,"28,105,825",2024-07-27
Samsung Galaxy Z Flip6 12GB/512GB,"35,317,816",2023-08-20
iPhone 16 Pro (256GB),"36,149,155",2024-09-05
Samsung Galaxy Z Fold6 12GB/256GB,"37,353,444",2023-12-08
iPhone 16 Pro Max (512GB),"45,443,371",2024-08-26
Samsung Galaxy Z Fold6 12GB/256GB,"37,221,350",2024-07-11
Samsung Galaxy Z Flip6 12GB/256GB,"29,619,649",2024-03-29
iPhone 16 Plus (256GB),"31,411,958",2023-08-18
iPhone 16 Pro,"40,137,559",2024-09-06
Samsung Galaxy Z Fold6 12GB/1TB,"48,740,744",2023-08-06
iPhone 16 Pro (256GB),"35,670,851",2023-12-05
iPhone 16,"29,833,553",2024-04-09
iPhone 16,"26,266,395",2024-04-26
iPhone 16,"29,386,610",2023-10-03
iPhone 16 Pro Max,"43,496,361",2024-09-20
iPhone 16 Pro (256GB),"35,562,574",2023-11-21
iPhone 16 (256GB),"31,954,140",2023-11-25
iPhone 16 Plus,"34,519,232",2023-10-17
Samsung Galaxy Z Flip6 12GB/256GB,"28,554,847",2024-06-07
iPhone 16 Pro Max,"40,645,989",2024-06-02
iPhone 16 Pro Max (512GB),"45,477,732",2023-09-25
Samsung Galaxy Z Fold6 12GB/512GB,"42,866,224",2023-10-05
iPhone 16 Pro Max,"44,917,965",2024-07-09
iPhone 16 Pro Max,"40,833,287",2024-01-02
Samsung Galaxy Z Flip6 12GB/256GB,"30,828,878",2023-10-04
iPhone 16 Pro Max,"41,756,347",2023-09-09
Samsung Galaxy Z Fold6 12GB/256GB,"39,772,687",2024-09-28
iPhone 16 Pro,"35,706,988",2024-07-29
iPhone 16 Plus,"34,228,988",2023-07-25
iPhone 16 Pro,"40,406,799",2024-08-20
iPhone 16 (256GB),"32,711,250",2024-02-17
iPhone 16 Pro,"35,454,503",2024-04-01
iPhone 16 Plus (256GB),"30,826,176",2024-08-28
iPhone 16 Plus (256GB),"35,332,169",2023-07-21
iPhone 16 Plus (256GB),"30,890,309",2023-12-24
Samsung Galaxy Z Flip6 12GB/512GB,"35,148,117",2024-05-26
iPhone 16 Pro,"38,211,695",2023-07-21
iPhone 16 Plus (256GB),"35,117,889",2024-06-10
Samsung Galaxy Z Fold6 12GB/1TB,"47,447,270",2024-02-18
Samsung Galaxy Z Fold6 12GB/1TB,"49,671,130",2023-10-15
iPhone 16,"27,202,721",2024-07-19
iPhone 16 Pro,"37,762,739",2024-07-26
iPhone 16 Plus (256GB),"34,610,810",2023-11-26
iPhone 16 Pro (256GB),"34,446,927",2024-01-28
Samsung Galaxy Z Fold6 12GB/256GB,"39,891,506",2024-04-01
iPhone 16,"30,764,135",2024-05-18
Samsung Galaxy Z Fold6 12GB/1TB,"49,818,357",2024-04-21
iPhone 16,"28,220,132",2024-05-21
iPhone 16 (256GB),"28,769,357",2023-11-14
iPhone 16 Pro (256GB),"32,172,375",2024-03-25
Samsung Galaxy Z Fold6 12GB/1TB,"49,708,903",2024-07-24
Samsung Galaxy Z Flip6 12GB/256GB,"32,863,575",2024-06-23
iPhone 16 Plus,"31,864,551",2024-04-27
iPhone 16 Plus,"35,621,524",2024-05-06
iPhone 16 (256GB),"30,918,924",2024-06-14
Samsung Galaxy Z Fold6 12GB/1TB,"48,429,221",2024-03-13
iPhone 16 Pro,"37,553,635",2024-02-21
Samsung Galaxy Z Flip6 12GB/256GB,"32,254,529",2023-08-14
Samsung Galaxy Z Fold6 12GB/512GB,"44,648,955",2024-04-24
Samsung Galaxy Z Flip6 12GB/256GB,"29,488,777",2024-03-16
iPhone 16 Pro,"35,643,707",2024-02-09
iPhone 16 (256GB),"32,494,978",2024-08-01
iPhone 16 Plus,"31,589,417",2023-08-01
Samsung Galaxy Z Fold6 12GB/256GB,"36,260,870",2023-07-28
iPhone 16 Pro,"35,630,286",2024-02-10
Samsung Galaxy Z Fold6 12GB/256GB,"38,543,732",2023-09-14
iPhone 16 Pro Max (512GB),"46,751,664",2024-06-02
Samsung Galaxy Z Fold6 12GB/256GB,"37,445,269",2024-08-24
iPhone 16 Pro,"39,750,195",2023-09-22
Samsung Galaxy Z Flip6 12GB/512GB,"32,581,561",2023-12-14
iPhone 16,"26,976,298",2024-04-22
iPhone 16,"30,975,827",2024-09-16
iPhone 16 Pro Max,"41,799,560",2023-12-13
iPhone 16,"27,430,139",2024-02-25
iPhone 16 (256GB),"29,654,382",2024-01-05
Samsung Galaxy Z Fold6 12GB/512GB,"44,819,465",2024-07-21
Samsung Galaxy Z Flip6 12GB/512GB,"34,240,206",2024-05-18
Samsung Galaxy Z Fold6 12GB/256GB,"35,957,796",2024-05-19
iPhone 16 Pro,"39,448,516",2024-08-21
iPhone 16 Plus,"34,354,725",2024-04-06
iPhone 16 Pro Max (512GB),"50,415,958",2024-06-17
iPhone 16 Pro Max,"50,425,836",2024-02-27
iPhone 16 Plus,"31,554,665",2024-06-19
iPhone 16 Pro,"35,615,150",2024-04-08
iPhone 16 Pro,"36,419,332",2023-07-26
iPhone 16 Pro (256GB),"32,447,201",2023-09-02
iPhone 16 Pro,"40,513,226",2024-06-16
iPhone 16 Pro (256GB),"37,243,290",2023-09-05
iPhone 16 Pro Max (512GB),"48,748,149",2024-05-15
Samsung Galaxy Z Flip6 12GB/256GB,"32,458,368",2023-08-20
iPhone 16 Plus,"35,212,968",2023-12-04
iPhone 16 Pro (256GB),"32,843,109",2023-08-21
Samsung Galaxy Z Flip6 12GB/256GB,"28,238,893",2024-03-22
iPhone 16,"30,959,283",2024-03-23
iPhone 16 Pro,"35,684,148",2024-03-14
Samsung Galaxy Z Fold6 12GB/256GB,"40,746,275",2024-08-01
Samsung Galaxy Z Flip6 12GB/512GB,"34,993,347",2023-12-16
iPhone 16 Plus (256GB),"32,791,840",2024-06-11
iPhone 16 Pro Max,"49,853,730",2024-01-09
Samsung Galaxy Z Flip6 12GB/512GB,"32,467,719",2024-05-14
iPhone 16 Pro,"40,959,429",2023-10-24
Samsung Galaxy Z Flip6 12GB/512GB,"32,470,573",2023-08-20
iPhone 16 (256GB),"28,419,382",2023-12-22
Samsung Galaxy Z Flip6 12GB/512GB,"32,928,795",2024-08-31
Samsung Galaxy Z Fold6 12GB/1TB,"47,762,601",2024-01-01
iPhone 16 (256GB),"31,316,434",2024-04-25
iPhone 16 Pro,"35,222,845",2024-07-02
iPhone 16 Pro (256GB),"36,151,540",2023-10-20
iPhone 16 Plus (256GB),"30,436,371",2024-08-17
iPhone 16 Pro (256GB),"36,382,197",2023-11-05
iPhone 16,"25,109,982",2024-01-27
iPhone 16 Pro Max,"46,953,179",2023-09-10
iPhone 16 Pro Max (512GB),"46,329,948",2024-06-02
iPhone 16 Plus (256GB),"32,943,165",2024-08-02
iPhone 16 Pro Max (512GB),"50,237,843",2023-11-22
iPhone 16 Plus (256GB),"32,477,249",2024-03-19
iPhone 16,"25,798,503",2023-08-20
Samsung Galaxy Z Fold6 12GB/512GB,"41,798,110",2024-09-18
iPhone 16 Pro Max (512GB),"45,882,313",2024-06-11
Samsung Galaxy Z Fold6 12GB/256GB,"40,200,808",2024-01-09
iPhone 16 Plus (256GB),"31,947,794",2024-09-18
Samsung Galaxy Z Flip6 12GB/512GB,"34,427,656",2023-11-24
iPhone 16 Plus,"34,617,321",2024-02-04
iPhone 16 Pro Max,"47,713,213",2024-04-20
Samsung Galaxy Z Flip6 12GB/512GB,"35,166,671",2024-03-02
iPhone 16 Plus,"34,816,155",2024-01-28
iPhone 16 (256GB),"32,578,530",2024-09-04
iPhone 16 Plus (256GB),"32,388,258",2024-09-17
iPhone 16 Pro (256GB),"36,646,202",2024-03-10
iPhone 16 Plus,"30,576,528",2023-11-30
iPhone 16 Pro,"36,603,845",2024-01-30
iPhone 16 Pro Max (512GB),"49,226,461",2024-08-27
iPhone 16 Pro Max,"46,198,983",2024-04-25
Samsung Galaxy Z Fold6 12GB/512GB,"40,217,962",2023-12-13
iPhone 16 Pro Max (512GB),"46,807,925",2024-08-09
iPhone 16 Pro Max,"45,913,994",2023-11-07
iPhone 16,"25,554,493",2023-08-09
iPhone 16 Pro Max (512GB),"46,660,660",2024-03-21
Samsung Galaxy Z Fold6 12GB/256GB,"39,206,932",2024-08-16
iPhone 16 Pro (256GB),"36,283,377",2023-08-05
iPhone 16 Pro,"36,907,642",2023-08-11
iPhone 16 Plus,"34,844,708",2023-12-25
iPhone 16 Plus (256GB),"35,937,984",2023-07-31
iPhone 16,"29,480,466",2024-09-25
iPhone 16 Pro (256GB),"34,755,197",2023-12-26
iPhone 16 Plus,"32,703,393",2024-09-21
Samsung Galaxy Z Fold6 12GB/256GB,"38,287,300",2023-11-21
iPhone 16 Plus,"30,652,363",2024-03-23
Samsung Galaxy Z Fold6 12GB/256GB,"40,827,925",2024-02-03
iPhone 16 Pro Max (512GB),"48,568,320",2023-09-30
iPhone 16 Plus,"33,461,319",2023-10-12
Samsung Galaxy Z Flip6 12GB/512GB,"33,823,891",2024-03-27
Samsung Galaxy Z Flip6 12GB/512GB,"32,653,860",2024-06-04
Samsung Galaxy Z Fold6 12GB/1TB,"49,346,604",2023-11-19
Samsung Galaxy Z Fold6 12GB/256GB,"40,963,456",2023-07-23
iPhone 16 Pro (256GB),"37,169,504",2023-11-08
Samsung Galaxy Z Flip6 12GB/512GB,"34,486,170",2023-08-28
Samsung Galaxy Z Fold6 12GB/256GB,"37,560,605",2023-08-10
Samsung Galaxy Z Fold6 12GB/512GB,"44,237,190",2023-11-24
Samsung Galaxy Z Fold6 12GB/512GB,"41,522,778",2024-04-09
Samsung Galaxy Z Flip6 12GB/256GB,"32,649,342",2023-08-13
Samsung Galaxy Z Flip6 12GB/256GB,"32,625,556",2024-04-18
Samsung Galaxy Z Flip6 12GB/256GB,"28,598,427",2023-07-17
iPhone 16 Pro Max,"44,569,212",2023-11-25
iPhone 16 Pro (256GB),"35,466,370",2024-07-11
iPhone 16 Pro Max (512GB),"50,693,489",2024-09-16
Samsung Galaxy Z Flip6 12GB/256GB,"29,846,488",2024-06-14
iPhone 16 Pro Max (512GB),"49,318,539",2023-11-12
iPhone 16 Pro (256GB),"34,668,841",2023-07-17
iPhone 16 Plus,"35,543,265",2023-10-25
iPhone 16 Pro Max,"50,619,159",2023-10-03
iPhone 16 Plus,"34,473,602",2024-05-22
Samsung Galaxy Z Flip6 12GB/256GB,"28,779,696",2023-11-08
iPhone 16 Pro,"40,933,963",2024-01-21
iPhone 16 Plus,"35,438,901",2024-07-15
iPhone 16 (256GB),"29,163,803",2024-05-06
iPhone 16 Plus,"35,941,448",2024-02-08
Samsung Galaxy Z Flip6 12GB/512GB,"33,438,305",2024-05-26
iPhone 16 Pro (256GB),"33,782,907",2024-08-03
Samsung Galaxy Z Fold6 12GB/256GB,"40,935,261",2024-02-03
iPhone 16 Pro (256GB),"36,310,678",2023-12-21
Samsung Galaxy Z Flip6 12GB/256GB,"31,398,661",2024-06-12
Samsung Galaxy Z Flip6 12GB/512GB,"35,712,638",2023-12-31
iPhone 16,"29,817,250",2023-09-17
iPhone 16 Pro Max (512GB),"50,325,649",2024-04-14
iPhone 16 Plus (256GB),"34,895,118",2023-10-21
Samsung Galaxy Z Flip6 12GB/256GB,"32,765,648",2024-04-02
iPhone 16 Pro (256GB),"33,458,965",2023-09-23
Samsung Galaxy Z Fold6 12GB/256GB,"39,395,811",2024-06-09
iPhone 16 Pro Max,"49,621,660",2023-12-12
iPhone 16 Plus (256GB),"30,719,674",2024-05-13
iPhone 16,"27,135,714",2024-04-08
Samsung Galaxy Z Fold6 12GB/1TB,"47,767,714",2024-06-05
iPhone 16 Plus,"31,264,917",2023-12-29
Samsung Galaxy Z Fold6 12GB/256GB,"36,521,277",2023-08-11
iPhone 16 (256GB),"28,309,491",2024-01-26
Samsung Galaxy Z Flip6 12GB/512GB,"35,835,639",2024-03-24
iPhone 16 Pro Max,"40,284,689",2023-11-10
iPhone 16 Plus,"32,733,693",2024-07-28
iPhone 16 Pro Max (512GB),"46,650,507",2024-02-09
iPhone 16 Pro,"36,278,573",2024-09-10
iPhone 16,"27,795,969",2024-02-01
iPhone 16 (256GB),"29,592,729",2024-04-02
iPhone 16 Pro Max,"48,899,969",2024-01-06
iPhone 16 Plus (256GB),"31,122,906",2024-04-16
iPhone 16 Plus,"35,114,962",2024-02-13
Samsung Galaxy Z Flip6 12GB/512GB,"33,600,223",2024-01-18
iPhone 16 Pro Max,"40,860,219",2024-09-09
iPhone 16 (256GB),"32,290,608",2024-02-01
iPhone 16 Pro,"35,974,402",2024-02-14
iPhone 16 Plus,"33,626,760",2024-09-20
Samsung Galaxy Z Fold6 12GB/256GB,"36,808,975",2024-02-21
Samsung Galaxy Z Flip6 12GB/256GB,"31,736,172",2024-07-27
Samsung Galaxy Z Fold6 12GB/256GB,"35,933,269",2023-09-01
iPhone 16 Pro Max (512GB),"49,179,407",2024-04-06
iPhone 16 Plus (256GB),"33,899,165",2024-06-10
iPhone 16 (256GB),"30,137,124",2023-08-02
Samsung Galaxy Z Fold6 12GB/256GB,"36,845,788",2024-01-25
Samsung Galaxy Z Fold6 12GB/512GB,"43,734,752",2023-10-19
iPhone 16 Plus,"33,117,693",2024-04-30
Samsung Galaxy Z Fold6 12GB/1TB,"46,657,256",2023-09-08
iPhone 16 Plus,"30,523,438",2023-10-26
iPhone 16 Plus,"30,324,680",2023-10-02
Samsung Galaxy Z Flip6 12GB/256GB,"31,612,844",2024-09-16
Samsung Galaxy Z Flip6 12GB/256GB,"28,865,147",2023-08-30
iPhone 16,"28,339,627",2023-08-22
iPhone 16 Plus (256GB),"30,564,349",2024-07-14
Samsung Galaxy Z Fold6 12GB/512GB,"41,726,307",2024-04-30
Samsung Galaxy Z Flip6 12GB/512GB,"33,440,493",2024-08-24
iPhone 16 Pro Max,"43,365,600",2023-09-30
iPhone 16 Pro (256GB),"37,926,257",2024-09-16
iPhone 16 Pro,"39,279,546",2024-06-18
iPhone 16 Pro Max (512GB),"49,230,976",2024-07-07
Samsung Galaxy Z Fold6 12GB/512GB,"42,663,553",2023-12-22
Samsung Galaxy Z Fold6 12GB/512GB,"42,549,677",2024-03-25
iPhone 16 Pro,"40,105,734",2023-08-10
Samsung Galaxy Z Flip6 12GB/256GB,"30,533,392",2024-04-05
iPhone 16 Plus,"31,889,504",2024-09-05
iPhone 16 Pro,"36,227,593",2024-09-06
Samsung Galaxy Z Flip6 12GB/512GB,"34,554,116",2023-08-19
iPhone 16 Pro Max,"45,285,433",2024-01-08
iPhone 16 Plus (256GB),"34,818,927",2024-01-31
iPhone 16 Pro,"37,278,411",2024-02-26
Samsung Galaxy Z Flip6 12GB/512GB,"33,218,399",2023-08-12
Samsung Galaxy Z Flip6 12GB/512GB,"34,522,913",2024-08-30
Samsung Galaxy Z Flip6 12GB/512GB,"32,915,289",2024-01-03
Samsung Galaxy Z Fold6 12GB/1TB,"45,962,396",2024-07-24
iPhone 16 Pro Max (512GB),"48,559,944",2023-10-25
iPhone 16 (256GB),"30,167,257",2023-12-01
iPhone 16 Pro (256GB),"35,862,984",2024-02-04
iPhone 16 (256GB),"30,534,663",2024-03-10
iPhone 16 Pro,"37,570,381",2023-08-16
iPhone 16 Pro Max,"47,215,561",2023-12-15
iPhone 16,"29,137,521",2024-02-08
iPhone 16 Pro Max,"50,835,628",2024-08-22
iPhone 16 Pro,"37,196,453",2024-01-15
iPhone 16 Plus (256GB),"34,322,842",2024-04-27
iPhone 16 (256GB),"28,102,755",2024-02-07
Samsung Galaxy Z Flip6 12GB/512GB,"33,489,308",2024-01-26
iPhone 16 Pro Max,"47,346,414",2024-05-13
iPhone 16 Pro Max (512GB),"45,887,912",2024-05-09
iPhone 16 (256GB),"29,617,912",2023-08-24
iPhone 16 (256GB),"32,506,517",2024-01-18
Samsung Galaxy Z Fold6 12GB/1TB,"48,109,381",2024-08-17
Samsung Galaxy Z Fold6 12GB/256GB,"40,128,754",2023-08-25
Samsung Galaxy Z Fold6 12GB/1TB,"48,457,362",2023-12-07
iPhone 16 Pro Max (512GB),"49,664,379",2024-07-14
iPhone 16 Pro,"36,479,152",2023-12-20
Samsung Galaxy Z Flip6 12GB/512GB,"32,331,563",2024-01-31
Samsung Galaxy Z Fold6 12GB/1TB,"50,178,312",2024-04-04
Samsung Galaxy Z Fold6 12GB/512GB,"42,537,213",2024-02-24
Samsung Galaxy Z Fold6 12GB/256GB,"36,167,701",2023-10-17
iPhone 16 (256GB),"30,154,206",2023-08-28
iPhone 16 Plus (256GB),"33,292,215",2023-10-27
Samsung Galaxy Z Fold6 12GB/256GB,"40,894,238",2024-08-30
Samsung Galaxy Z Fold6 12GB/512GB,"42,407,177",2023-08-13
iPhone 16 Pro Max (512GB),"48,549,425",2023-09-08
Samsung Galaxy Z Flip6 12GB/256GB,"31,360,511",2024-05-05
iPhone 16 (256GB),"29,980,266",2023-08-22
iPhone 16,"27,676,248",2024-06-06
Samsung Galaxy Z Flip6 12GB/256GB,"28,999,978",2024-07-27
iPhone 16 Plus (256GB),"33,974,458",2023-08-01
Samsung Galaxy Z Fold6 12GB/256GB,"39,881,138",2023-11-09
Samsung Galaxy Z Fold6 12GB/512GB,"42,488,497",2024-06-25
Samsung Galaxy Z Fold6 12GB/1TB,"46,869,404",2023-10-29
Samsung Galaxy Z Flip6 12GB/256GB,"29,797,443",2024-04-08
Samsung Galaxy Z Fold6 12GB/1TB,"46,865,540",2024-06-15
iPhone 16 Pro (256GB),"37,623,491",2024-03-17
iPhone 16 Plus,"33,714,390",2023-12-23
iPhone 16 Pro (256GB),"36,523,715",2023-08-03
Samsung Galaxy Z Fold6 12GB/256GB,"36,754,252",2024-05-20
iPhone 16 Pro Max,"43,979,976",2023-08-20
Samsung Galaxy Z Fold6 12GB/256GB,"36,918,273",2024-08-25
iPhone 16,"26,305,310",2024-02-14
iPhone 16 Plus,"32,391,579",2023-10-04
iPhone 16 Plus,"31,495,687",2023-12-25
iPhone 16 Pro Max,"45,102,506",2024-06-30
Samsung Galaxy Z Fold6 12GB/512GB,"42,752,642",2023-12-05
Samsung Galaxy Z Fold6 12GB/1TB,"48,735,854",2023-09-04
iPhone 16 Pro,"39,583,912",2023-11-11
iPhone 16 (256GB),"30,392,905",2024-01-15
iPhone 16 (256GB),"28,104,391",2024-08-19
iPhone 16 Pro,"38,950,484",2024-05-10
iPhone 16 Pro Max,"44,309,272",2024-05-25
Samsung Galaxy Z Fold6 12GB/256GB,"36,788,574",2023-09-26
iPhone 16 Pro Max (512GB),"49,773,864",2024-02-22
iPhone 16 (256GB),"28,677,371",2023-10-18
Samsung Galaxy Z Fold6 12GB/256GB,"40,303,681",2023-12-20
iPhone 16 Plus,"32,600,463",2023-12-19
iPhone 16 Pro Max (512GB),"49,594,144",2024-05-02
iPhone 16 Pro Max,"46,576,859",2023-08-13
iPhone 16 (256GB),"32,703,799",2024-05-19
iPhone 16 Pro (256GB),"36,517,471",2024-07-08
Samsung Galaxy Z Fold6 12GB/256GB,"37,337,359",2024-08-09
iPhone 16 Pro (256GB),"34,527,138",2024-02-15
iPhone 16 Pro,"39,632,153",2024-06-16
Samsung Galaxy Z Flip6 12GB/256GB,"28,945,716",2024-07-13
iPhone 16 Pro,"40,245,587",2024-05-17
iPhone 16 Pro (256GB),"36,862,878",2023-11-29
Samsung Galaxy Z Flip6 12GB/256GB,"29,779,932",2024-08-01
Samsung Galaxy Z Flip6 12GB/512GB,"33,430,613",2024-06-02
iPhone 16 Pro Max,"44,450,783",2023-10-03
iPhone 16 Pro Max (512GB),"45,240,286",2023-11-01
iPhone 16 (256GB),"28,712,102",2023-11-30
Samsung Galaxy Z Fold6 12GB/256GB,"37,237,689",2024-08-06
Samsung Galaxy Z Flip6 12GB/256GB,"32,209,396",2024-04-15
Samsung Galaxy Z Fold6 12GB/512GB,"42,309,278",2023-09-25
Samsung Galaxy Z Fold6 12GB/256GB,"36,597,291",2024-04-14
iPhone 16 Pro Max,"43,227,299",2024-05-12
iPhone 16 Plus (256GB),"31,671,331",2024-02-28
Samsung Galaxy Z Fold6 12GB/512GB,"43,880,497",2024-06-18
Samsung Galaxy Z Fold6 12GB/512GB,"40,193,536",2024-09-23
iPhone 16 Pro,"40,870,233",2024-06-05
iPhone 16 Plus,"31,960,700",2024-07-07
iPhone 16 Plus,"33,599,479",2023-08-29
iPhone 16 Plus,"30,527,536",2024-04-06
iPhone 16 Pro,"37,368,591",2023-10-09
iPhone 16,"30,353,177",2023-08-22
iPhone 16 Pro,"37,760,215",2023-12-27
iPhone 16,"26,544,428",2024-06-24
iPhone 16 (256GB),"28,318,815",2023-10-14
Samsung Galaxy Z Flip6 12GB/512GB,"34,741,538",2023-08-21
iPhone 16 Pro,"40,270,213",2024-09-05
Samsung Galaxy Z Fold6 12GB/512GB,"40,143,865",2023-09-20
iPhone 16 Pro,"36,463,399",2023-09-30
iPhone 16 Pro,"39,210,539",2024-02-08
iPhone 16 Plus (256GB),"30,206,424",2024-01-23
Samsung Galaxy Z Fold6 12GB/512GB,"42,836,942",2023-12-27
iPhone 16 (256GB),"30,745,332",2023-10-24
iPhone 16,"29,883,897",2024-07-15
Samsung Galaxy Z Flip6 12GB/512GB,"32,695,812",2023-07-21
iPhone 16 Plus (256GB),"32,655,320",2024-07-20
iPhone 16 Plus (256GB),"30,522,541",2023-12-17
iPhone 16 Pro,"38,828,528",2024-03-10
Samsung Galaxy Z Flip6 12GB/512GB,"32,723,699",2023-12-21
Samsung Galaxy Z Flip6 12GB/256GB,"32,824,140",2024-08-25
iPhone 16,"26,344,314",2023-10-24
iPhone 16,"27,739,490",2023-09-01
Samsung Galaxy Z Fold6 12GB/512GB,"45,673,581",2024-04-01
iPhone 16 Plus (256GB),"30,120,460",2023-09-15
Samsung Galaxy Z Flip6 12GB/512GB,"35,574,609",2024-06-15
iPhone 16 Pro Max (512GB),"49,276,669",2023-09-22
iPhone 16 Plus,"34,433,147",2024-01-07
Samsung Galaxy Z Fold6 12GB/1TB,"45,466,751",2024-01-06
Samsung Galaxy Z Flip6 12GB/256GB,"29,683,989",2024-07-08
iPhone 16 Pro Max (512GB),"47,291,867",2024-05-19
iPhone 16,"29,857,850",2023-08-01
iPhone 16 Pro,"36,952,637",2024-08-04
iPhone 16 Pro Max (512GB),"49,403,336",2024-02-04
iPhone 16 Plus,"35,554,349",2023-07-22
iPhone 16,"29,921,387",2024-03-08
Samsung Galaxy Z Fold6 12GB/256GB,"35,823,751",2023-07-28
iPhone 16,"28,945,706",2023-07-18
iPhone 16 Pro (256GB),"34,434,339",2024-04-14
iPhone 16 Plus,"31,126,997",2023-07-15
iPhone 16,"25,830,325",2023-12-22
iPhone 16 Pro,"37,346,546",2024-02-21
Samsung Galaxy Z Flip6 12GB/256GB,"30,612,185",2024-06-30
Samsung Galaxy Z Flip6 12GB/256GB,"29,687,105",2024-04-08
iPhone 16 Pro,"36,418,364",2023-08-24
Samsung Galaxy Z Fold6 12GB/512GB,"43,125,339",2023-10-06
iPhone 16,"25,764,676",2023-08-11
iPhone 16 Plus (256GB),"32,668,154",2024-07-04
iPhone 16 Pro Max,"44,604,107",2024-06-13
iPhone 16 Plus (256GB),"31,700,795",2024-05-18
iPhone 16,"25,385,525",2023-08-16
iPhone 16 Pro Max,"43,977,592",2023-10-15
Samsung Galaxy Z Fold6 12GB/1TB,"50,570,930",2024-06-29
iPhone 16 Plus (256GB),"33,251,772",2023-08-29
iPhone 16 Plus,"34,191,973",2023-11-22
Samsung Galaxy Z Fold6 12GB/1TB,"47,353,277",2023-11-08
iPhone 16 Plus,"30,620,860",2024-04-23
Samsung Galaxy Z Fold6 12GB/256GB,"37,797,364",2023-07-30
Samsung Galaxy Z Flip6 12GB/256GB,"30,764,447",2023-12-23
Samsung Galaxy Z Fold6 12GB/256GB,"35,567,635",2024-07-30
iPhone 16,"26,308,609",2024-04-19
iPhone 16 Pro (256GB),"33,696,597",2023-12-04
iPhone 16 Plus,"31,855,766",2023-08-15
Samsung Galaxy Z Fold6 12GB/1TB,"49,959,707",2023-07-12
iPhone 16 Pro Max (512GB),"49,228,524",2023-09-04
Samsung Galaxy Z Fold6 12GB/512GB,"41,991,221",2024-02-19
iPhone 16,"27,210,464",2024-01-20
iPhone 16 Pro (256GB),"33,890,216",2023-07-31
Samsung Galaxy Z Fold6 12GB/1TB,"50,723,720",2024-09-18
iPhone 16 Pro Max (512GB),"46,465,439",2023-10-11
Samsung Galaxy Z Flip6 12GB/512GB,"34,411,932",2023-08-30
Samsung Galaxy Z Fold6 12GB/1TB,"47,562,302",2023-12-31
Samsung Galaxy Z Flip6 12GB/256GB,"29,655,429",2024-04-19
Samsung Galaxy Z Fold6 12GB/256GB,"36,450,895",2023-08-10
iPhone 16 Pro,"35,547,205",2024-08-11
iPhone 16 Pro,"38,976,709",2024-09-01
Samsung Galaxy Z Flip6 12GB/512GB,"35,709,509",2024-05-28
iPhone 16 Pro Max,"42,324,967",2023-11-08
Samsung Galaxy Z Fold6 12GB/1TB,"49,407,135",2024-01-23
iPhone 16 Pro Max,"50,667,530",2024-07-28
iPhone 16,"27,625,672",2024-03-13
iPhone 16 Pro (256GB),"33,263,508",2024-02-18
Samsung Galaxy Z Fold6 12GB/1TB,"50,759,249",2024-01-10
iPhone 16 Pro Max (512GB),"48,678,608",2024-05-09
iPhone 16 Plus,"34,151,464",2024-05-24
iPhone 16 (256GB),"28,864,731",2023-08-21
