Product,Price,Date
Samsung Galaxy S23 FE 5G 8GB 128GB,11771000,4/27/2024
Samsung Galaxy S24 Plus 12GB 256GB,15762000,4/27/2024
Tecno Camon 30 8GB/256GB,6239000,4/27/2024
Tecno Pova 6 (8GB/256GB),4783000,4/27/2024
OPPO Reno10 Pro+ 5G 12GB 256GB,14200000,4/27/2024
OPPO Find X5 Pro 12GB 256GB,16329000,4/27/2024
TECNO SPARK 20 8GB 128GB,2566000,4/27/2024
TECNO POVA 5 8GB 128GB,3747000,4/27/2024
Samsung Galaxy M55 (12GB 256GB),9894000,4/27/2024
Samsung Galaxy S23 FE 8GB 256GB,13195000,4/27/2024
Tecno Camon 30 12GB/256GB,4333000,4/27/2024
Samsung Galaxy S23 Ultra 12GB 512GB,24673000,4/27/2024
Samsung Galaxy S24 Ultra 12GB 256GB,30156000,4/27/2024
Samsung Galaxy S23 8GB 128GB,13143000,4/27/2024
iPhone 16 128GB,20544000,4/27/2024
iPhone 16 Pro Max 256GB,38247000,4/27/2024
Samsung Galaxy S24 Ultra 12GB 256GB,23553000,4/27/2024
iPhone 16 Pro 128GB,28198000,4/27/2024
iPhone 15 Pro Max 256GB,26495000,4/27/2024
Samsung Galaxy Z Fold6,36434000,4/27/2024
iPhone 13 128GB,12572000,4/27/2024
iPhone 15 128GB,17477000,4/27/2024
iPhone 14 Pro Max 128GB,24063000,4/27/2024
Samsung Galaxy A15 LTE 8GB 128GB,3653000,4/27/2024
iPhone 15 Plus 128GB,20153000,4/27/2024
iPhone 15 Pro 128GB,29202000,4/27/2024
Samsung Galaxy S23 Ultra 12GB 512GB,33445000,4/27/2024
Xiaomi POCO X6 Pro 5G 8GB 256GB,7558000,4/27/2024
Samsung Galaxy Z Flip6,21773000,4/27/2024
Xiaomi 14T,17557000,4/27/2024
iPhone 12 Pro Max 128GB,23857000,4/27/2024
Xiaomi Redmi Note 13 (6GB 128GB),4376000,4/27/2024
Samsung Galaxy S23 8GB 128GB,12969000,4/27/2024
iPhone 13 Pro Max 128GB,22234000,4/27/2024
TECNO SPARK Go 2024 4GB 64GB,1951000,4/27/2024
Samsung Galaxy S24 Plus 12GB 512GB,23296000,4/27/2024
TECNO SPARK 20PRO+,4058000,4/27/2024
Samsung Galaxy S24 Plus 12GB 256GB,20428000,4/27/2024
Samsung Galaxy S23 FE 5G 8GB 128GB,12740000,4/27/2024
Samsung Galaxy S23 FE 8GB 256GB,11964000,4/27/2024
Tecno Camon 30 12GB/256GB,5690000,4/27/2024
Samsung Galaxy S23 Ultra 12GB 512GB,28136000,4/27/2024
TECNO POVA 5 8GB 128GB,4269000,4/27/2024
Samsung Galaxy M55 (12GB 256GB),11001000,4/27/2024
TECNO SPARK 20 8GB 128GB,3386000,4/27/2024
Tecno Camon 30 8GB/256GB,6211000,4/27/2024
OPPO Find X5 Pro 12GB 256GB,15391000,4/27/2024
Tecno Pova 6 (8GB/256GB),6740000,4/27/2024
Samsung Galaxy S24 Ultra 12GB 256GB,28710000,4/27/2024
OPPO Reno10 Pro+ 5G 12GB 256GB,14017000,4/27/2024
Samsung Galaxy S23 8GB 128GB,11854000,4/27/2024
iPhone 16 128GB,24512000,4/27/2024
iPhone 16 Pro Max 256GB,47416000,4/27/2024
Samsung Galaxy S24 Ultra 12GB 256GB,21997000,4/27/2024
iPhone 16 Pro 128GB,24925000,4/27/2024
iPhone 15 Pro Max 256GB,25025000,4/27/2024
Samsung Galaxy Z Fold6,41908000,4/27/2024
iPhone 13 128GB,16020000,4/27/2024
iPhone 15 128GB,17801000,4/27/2024
iPhone 14 Pro Max 128GB,26353000,4/27/2024
Samsung Galaxy A15 LTE 8GB 128GB,5256000,4/27/2024
iPhone 15 Plus 128GB,24289000,4/27/2024
iPhone 15 Pro 128GB,29483000,4/27/2024
Samsung Galaxy S23 Ultra 12GB 512GB,32651000,4/27/2024
Xiaomi POCO X6 Pro 5G 8GB 256GB,7747000,4/27/2024
Samsung Galaxy Z Flip6,23885000,4/27/2024
Xiaomi 14T,15299000,4/27/2024
iPhone 12 Pro Max 128GB,22141000,4/27/2024
Xiaomi Redmi Note 13 (6GB 128GB),3941000,4/27/2024
Samsung Galaxy S23 8GB 128GB,12887000,4/27/2024
iPhone 13 Pro Max 128GB,20542000,4/27/2024
TECNO SPARK Go 2024 4GB 64GB,1786000,4/27/2024
Samsung Galaxy S24 Plus 12GB 512GB,23993000,4/27/2024
TECNO SPARK 20PRO+,5256000,4/27/2024
Samsung Galaxy S24 Plus 12GB 256GB,18393000,4/27/2024
Samsung Galaxy S23 FE 5G 8GB 128GB,13748000,4/27/2024
Samsung Galaxy S23 FE 8GB 256GB,14819000,4/27/2024
Tecno Camon 30 12GB/256GB,4934000,4/27/2024
Samsung Galaxy S23 Ultra 12GB 512GB,22262000,4/27/2024
TECNO POVA 5 8GB 128GB,4038000,4/27/2024
Samsung Galaxy M55 (12GB 256GB),11557000,4/27/2024
TECNO SPARK 20 8GB 128GB,2691000,4/27/2024
Tecno Camon 30 8GB/256GB,4963000,4/27/2024
OPPO Find X5 Pro 12GB 256GB,15203000,4/27/2024
Tecno Pova 6 (8GB/256GB),7842000,4/27/2024
Samsung Galaxy S24 Ultra 12GB 256GB,25138000,4/27/2024
OPPO Reno10 Pro+ 5G 12GB 256GB,13963000,4/27/2024
Samsung Galaxy S23 8GB 128GB,16849000,4/27/2024
iPhone 16 128GB,19864000,4/27/2024
iPhone 16 Pro Max 256GB,40961000,4/27/2024
Samsung Galaxy S24 Ultra 12GB 256GB,19835000,4/27/2024
iPhone 16 Pro 128GB,30413000,4/27/2024
iPhone 15 Pro Max 256GB,27043000,4/27/2024
Samsung Galaxy Z Fold6,51132000,4/27/2024
iPhone 13 128GB,12233000,4/27/2024
iPhone 15 128GB,25396000,4/27/2024
iPhone 14 Pro Max 128GB,16205000,4/27/2024
Samsung Galaxy A15 LTE 8GB 128GB,4063000,4/27/2024
iPhone 15 Plus 128GB,22160000,4/27/2024
iPhone 15 Pro 128GB,23528000,4/27/2024
Samsung Galaxy S23 Ultra 12GB 512GB,33052000,4/27/2024
Xiaomi POCO X6 Pro 5G 8GB 256GB,8132000,4/27/2024
Samsung Galaxy Z Flip6,25742000,4/27/2024
Xiaomi 14T,13949000,4/27/2024
iPhone 12 Pro Max 128GB,24479000,4/27/2024
Xiaomi Redmi Note 13 (6GB 128GB),4514000,4/27/2024
Samsung Galaxy S23 8GB 128GB,15458000,4/27/2024
iPhone 13 Pro Max 128GB,21932000,4/27/2024
TECNO SPARK Go 2024 4GB 64GB,1777000,4/27/2024
Samsung Galaxy S24 Plus 12GB 512GB,27648000,4/27/2024
TECNO SPARK 20PRO+,4324000,4/27/2024
Samsung Galaxy S24 Plus 12GB 256GB,20174000,4/27/2024
Samsung Galaxy S23 FE 5G 8GB 128GB,10947000,4/27/2024
Samsung Galaxy S23 FE 8GB 256GB,10642000,4/27/2024
Tecno Camon 30 12GB/256GB,5351000,4/27/2024
Samsung Galaxy S23 Ultra 12GB 512GB,30101000,4/27/2024
TECNO POVA 5 8GB 128GB,4071000,4/27/2024
Samsung Galaxy M55 (12GB 256GB),9621000,4/27/2024
TECNO SPARK 20 8GB 128GB,2760000,4/27/2024
Tecno Camon 30 8GB/256GB,5587000,4/27/2024
OPPO Find X5 Pro 12GB 256GB,18562000,4/27/2024
Tecno Pova 6 (8GB/256GB),6132000,4/27/2024
Samsung Galaxy S24 Ultra 12GB 256GB,27406000,4/27/2024
OPPO Reno10 Pro+ 5G 12GB 256GB,12846000,4/27/2024
Samsung Galaxy S23 8GB 128GB,12512000,4/27/2024
iPhone 16 128GB,25940000,4/27/2024
iPhone 16 Pro Max 256GB,41199000,4/27/2024
Samsung Galaxy S24 Ultra 12GB 256GB,26782000,4/27/2024
iPhone 16 Pro 128GB,26038000,4/27/2024
iPhone 15 Pro Max 256GB,25971000,4/27/2024
Samsung Galaxy Z Fold6,39064000,4/27/2024
iPhone 13 128GB,11419000,4/27/2024
iPhone 15 128GB,21153000,4/27/2024
iPhone 14 Pro Max 128GB,25693000,4/27/2024
Samsung Galaxy A15 LTE 8GB 128GB,5180000,4/27/2024
iPhone 15 Plus 128GB,22639000,4/27/2024
iPhone 15 Pro 128GB,21878000,4/27/2024
Samsung Galaxy S23 Ultra 12GB 512GB,28982000,4/27/2024
Xiaomi POCO X6 Pro 5G 8GB 256GB,8232000,4/27/2024
Samsung Galaxy Z Flip6,28120000,4/27/2024
Xiaomi 14T,12670000,4/27/2024
iPhone 12 Pro Max 128GB,23677000,4/27/2024
Xiaomi Redmi Note 13 (6GB 128GB),3524000,4/27/2024
Samsung Galaxy S23 8GB 128GB,12867000,4/27/2024
iPhone 13 Pro Max 128GB,28521000,4/27/2024
TECNO SPARK Go 2024 4GB 64GB,1772000,4/27/2024
Samsung Galaxy S24 Plus 12GB 512GB,17934000,4/27/2024
TECNO SPARK 20PRO+,3694000,4/27/2024
Samsung Galaxy S24 Plus 12GB 256GB,18020000,4/27/2024
Samsung Galaxy S23 FE 5G 8GB 128GB,9511000,4/27/2024
Samsung Galaxy S23 FE 8GB 256GB,10856000,4/27/2024
Tecno Camon 30 12GB/256GB,4896000,4/27/2024
Samsung Galaxy S23 Ultra 12GB 512GB,19394000,4/27/2024
TECNO POVA 5 8GB 128GB,3562000,4/27/2024
Samsung Galaxy M55 (12GB 256GB),10435000,4/27/2024
TECNO SPARK 20 8GB 128GB,2571000,4/27/2024
Tecno Camon 30 8GB/256GB,5106000,4/27/2024
OPPO Find X5 Pro 12GB 256GB,15206000,4/27/2024
Tecno Pova 6 (8GB/256GB),5137000,4/27/2024
Samsung Galaxy S24 Ultra 12GB 256GB,26156000,4/27/2024
OPPO Reno10 Pro+ 5G 12GB 256GB,14465000,4/27/2024
Samsung Galaxy S23 8GB 128GB,11822000,4/27/2024
iPhone 16 128GB,17201000,4/27/2024
iPhone 16 Pro Max 256GB,33140000,4/27/2024
Samsung Galaxy S24 Ultra 12GB 256GB,24428000,4/27/2024
iPhone 16 Pro 128GB,27011000,4/27/2024
iPhone 15 Pro Max 256GB,24859000,4/27/2024
Samsung Galaxy Z Fold6,44256000,4/27/2024
iPhone 13 128GB,13750000,4/27/2024
iPhone 15 128GB,25383000,4/27/2024
iPhone 14 Pro Max 128GB,31655000,4/27/2024
Samsung Galaxy A15 LTE 8GB 128GB,5355000,4/27/2024
iPhone 15 Plus 128GB,18660000,4/27/2024
iPhone 15 Pro 128GB,23341000,4/27/2024
Samsung Galaxy S23 Ultra 12GB 512GB,28106000,4/27/2024
Xiaomi POCO X6 Pro 5G 8GB 256GB,10020000,4/27/2024
Samsung Galaxy Z Flip6,24108000,4/27/2024
Xiaomi 14T,13312000,4/27/2024
iPhone 12 Pro Max 128GB,17325000,4/27/2024
Xiaomi Redmi Note 13 (6GB 128GB),4059000,4/27/2024
Samsung Galaxy S23 8GB 128GB,10471000,4/27/2024
iPhone 13 Pro Max 128GB,17184000,4/27/2024
Samsung Galaxy S24 Plus 12GB 512GB,24700000,4/27/2024
TECNO SPARK 20PRO+,4577000,4/27/2024
TECNO SPARK Go 2024 4GB 64GB,1663000,4/27/2024
Samsung Galaxy S24 Plus 12GB 256GB,25884000,4/27/2024
Samsung Galaxy S23 FE 5G 8GB 128GB,11266000,4/27/2024
TECNO POVA 5 8GB 128GB,3289000,4/27/2024
Tecno Camon 30 12GB/256GB,6218000,4/27/2024
TECNO SPARK 20 8GB 128GB,2912000,4/27/2024
Tecno Camon 30 8GB/256GB,4762000,4/27/2024
OPPO Find X5 Pro 12GB 256GB,18469000,4/27/2024
Tecno Pova 6 (8GB/256GB),6649000,4/27/2024
Samsung Galaxy S23 FE 8GB 256GB,12488000,4/27/2024
Samsung Galaxy M55 (12GB 256GB),10083000,4/27/2024
Samsung Galaxy S23 Ultra 12GB 512GB,23258000,4/27/2024
OPPO Reno10 Pro+ 5G 12GB 256GB,13957000,4/27/2024
Samsung Galaxy S24 Ultra 12GB 256GB,25017000,4/27/2024
Samsung Galaxy S23 8GB 128GB,11270000,4/27/2024
iPhone 16 128GB,21693000,4/27/2024
iPhone 16 Pro Max 256GB,32730000,4/27/2024
Samsung Galaxy S24 Ultra 12GB 256GB,20570000,4/27/2024
iPhone 16 Pro 128GB,29170000,4/27/2024
iPhone 15 Pro Max 256GB,29522000,4/27/2024
Samsung Galaxy Z Fold6,34165000,4/27/2024
iPhone 13 128GB,13293000,4/27/2024
iPhone 15 128GB,19214000,4/27/2024
iPhone 14 Pro Max 128GB,27312000,4/27/2024
Samsung Galaxy A15 LTE 8GB 128GB,5013000,4/27/2024
iPhone 15 Plus 128GB,21899000,4/27/2024
iPhone 15 Pro 128GB,23209000,4/27/2024
Samsung Galaxy S23 Ultra 12GB 512GB,20522000,4/27/2024
Xiaomi POCO X6 Pro 5G 8GB 256GB,8999000,4/27/2024
Samsung Galaxy Z Flip6,28497000,4/27/2024
Xiaomi 14T,16676000,4/27/2024
iPhone 12 Pro Max 128GB,22416000,4/27/2024
Xiaomi Redmi Note 13 (6GB 128GB),3866000,4/27/2024
Samsung Galaxy S23 8GB 128GB,14062000,4/27/2024
iPhone 13 Pro Max 128GB,19195000,4/27/2024
TECNO SPARK Go 2024 4GB 64GB,2073000,4/27/2024
Samsung Galaxy S24 Plus 12GB 512GB,30523000,4/27/2024
TECNO SPARK 20PRO+,4913000,4/27/2024
Samsung Galaxy S23 FE 5G 8GB 128GB,10027000,4/27/2024
Samsung Galaxy S24 Plus 12GB 256GB,19580000,4/27/2024
Tecno Camon 30 8GB/256GB,5285000,4/27/2024
Tecno Pova 6 (8GB/256GB),7540000,4/27/2024
Tecno Camon 30 12GB/256GB,8314000,4/27/2024
Samsung Galaxy S23 FE 8GB 256GB,12399000,4/27/2024
Samsung Galaxy S23 Ultra 12GB 512GB,26525000,4/27/2024
Samsung Galaxy M55 (12GB 256GB),11047000,4/27/2024
TECNO POVA 5 8GB 128GB,3706000,4/27/2024
OPPO Find X5 Pro 12GB 256GB,18082000,4/27/2024
TECNO SPARK 20 8GB 128GB,2562000,4/27/2024
OPPO Reno10 Pro+ 5G 12GB 256GB,14278000,4/27/2024
Samsung Galaxy S24 Ultra 12GB 256GB,27198000,4/27/2024
Samsung Galaxy S23 8GB 128GB,14502000,4/27/2024
iPhone 16 128GB,24357000,4/27/2024
iPhone 16 Pro Max 256GB,35246000,4/27/2024
Samsung Galaxy S24 Ultra 12GB 256GB,26030000,4/27/2024
iPhone 16 Pro 128GB,21692000,4/27/2024
iPhone 15 Pro Max 256GB,32576000,4/27/2024
Samsung Galaxy Z Fold6,37415000,4/27/2024
iPhone 13 128GB,13546000,4/27/2024
iPhone 15 128GB,23227000,4/27/2024
iPhone 14 Pro Max 128GB,31576000,4/27/2024
Samsung Galaxy A15 LTE 8GB 128GB,4899000,4/27/2024
iPhone 15 Plus 128GB,26087000,4/27/2024
iPhone 15 Pro 128GB,24434000,4/27/2024
Samsung Galaxy S23 Ultra 12GB 512GB,30673000,4/27/2024
Xiaomi POCO X6 Pro 5G 8GB 256GB,7325000,4/27/2024
Samsung Galaxy Z Flip6,21695000,4/27/2024
Xiaomi 14T,14919000,4/27/2024
iPhone 12 Pro Max 128GB,20137000,4/27/2024
Xiaomi Redmi Note 13 (6GB 128GB),4492000,4/27/2024
Samsung Galaxy S23 8GB 128GB,12890000,4/27/2024
iPhone 13 Pro Max 128GB,18721000,4/27/2024
TECNO SPARK 20PRO+,4336000,5/4/2024
TECNO SPARK Go 2024 4GB 64GB,1622000,5/4/2024
Samsung Galaxy S24 Plus 12GB 512GB,24252000,5/4/2024
Samsung Galaxy S23 FE 5G 8GB 128GB,11950000,5/4/2024
Samsung Galaxy S24 Plus 12GB 256GB,19714000,5/4/2024
Tecno Camon 30 8GB/256GB,5144000,5/4/2024
Tecno Pova 6 (8GB/256GB),5786000,5/4/2024
OPPO Reno10 Pro+ 5G 12GB 256GB,11931000,5/4/2024
OPPO Find X5 Pro 12GB 256GB,16740000,5/4/2024
TECNO SPARK 20 8GB 128GB,3703000,5/4/2024
TECNO POVA 5 8GB 128GB,3952000,5/4/2024
Samsung Galaxy M55 (12GB 256GB),9766000,5/4/2024
Samsung Galaxy S23 FE 8GB 256GB,12465000,5/4/2024
Tecno Camon 30 12GB/256GB,8383000,5/4/2024
Samsung Galaxy S23 Ultra 12GB 512GB,22506000,5/4/2024
Samsung Galaxy S24 Ultra 12GB 256GB,27594000,5/4/2024
Samsung Galaxy S23 8GB 128GB,12811000,5/4/2024
iPhone 16 128GB,25011000,5/4/2024
iPhone 16 Pro Max 256GB,44895000,5/4/2024
Samsung Galaxy S24 Ultra 12GB 256GB,22016000,5/4/2024
iPhone 16 Pro 128GB,30095000,5/4/2024
iPhone 15 Pro Max 256GB,25339000,5/4/2024
Samsung Galaxy Z Fold6,42905000,5/4/2024
iPhone 13 128GB,13820000,5/4/2024
iPhone 15 128GB,19665000,5/4/2024
iPhone 14 Pro Max 128GB,21720000,5/4/2024
Samsung Galaxy A15 LTE 8GB 128GB,3979000,5/4/2024
iPhone 15 Plus 128GB,23610000,5/4/2024
iPhone 15 Pro 128GB,22350000,5/4/2024
Samsung Galaxy S23 Ultra 12GB 512GB,28120000,5/4/2024
Xiaomi POCO X6 Pro 5G 8GB 256GB,7892000,5/4/2024
Samsung Galaxy Z Flip6,30372000,5/4/2024
Xiaomi 14T,13398000,5/4/2024
iPhone 12 Pro Max 128GB,22869000,5/4/2024
Xiaomi Redmi Note 13 (6GB 128GB),4396000,5/4/2024
Samsung Galaxy S23 8GB 128GB,12450000,5/4/2024
iPhone 13 Pro Max 128GB,25083000,5/4/2024
TECNO SPARK 20PRO+,5728000,5/4/2024
TECNO SPARK Go 2024 4GB 64GB,2324000,5/4/2024
Samsung Galaxy S24 Plus 12GB 512GB,22241000,5/4/2024
Samsung Galaxy S23 FE 5G 8GB 128GB,12349000,5/4/2024
Samsung Galaxy S24 Plus 12GB 256GB,16428000,5/4/2024
Tecno Camon 30 8GB/256GB,6425000,5/4/2024
Tecno Pova 6 (8GB/256GB),4750000,5/4/2024
OPPO Reno10 Pro+ 5G 12GB 256GB,13806000,5/4/2024
OPPO Find X5 Pro 12GB 256GB,16392000,5/4/2024
TECNO SPARK 20 8GB 128GB,2634000,5/4/2024
TECNO POVA 5 8GB 128GB,3944000,5/4/2024
Samsung Galaxy M55 (12GB 256GB),10185000,5/4/2024
Samsung Galaxy S23 FE 8GB 256GB,13667000,5/4/2024
Tecno Camon 30 12GB/256GB,4406000,5/4/2024
Samsung Galaxy S23 Ultra 12GB 512GB,24510000,5/4/2024
Samsung Galaxy S24 Ultra 12GB 256GB,31453000,5/4/2024
Samsung Galaxy S23 8GB 128GB,13749000,5/4/2024
iPhone 16 128GB,20332000,5/4/2024
iPhone 16 Pro Max 256GB,37985000,5/4/2024
Samsung Galaxy S24 Ultra 12GB 256GB,24642000,5/4/2024
iPhone 16 Pro 128GB,29524000,5/4/2024
iPhone 15 Pro Max 256GB,27011000,5/4/2024
Samsung Galaxy Z Fold6,35427000,5/4/2024
iPhone 13 128GB,12833000,5/4/2024
iPhone 15 128GB,18361000,5/4/2024
iPhone 14 Pro Max 128GB,24350000,5/4/2024
Samsung Galaxy A15 LTE 8GB 128GB,3601000,5/4/2024
iPhone 15 Plus 128GB,19829000,5/4/2024
iPhone 15 Pro 128GB,30422000,5/4/2024
Samsung Galaxy S23 Ultra 12GB 512GB,33644000,5/4/2024
Xiaomi POCO X6 Pro 5G 8GB 256GB,7365000,5/4/2024
Samsung Galaxy Z Flip6,22691000,5/4/2024
Xiaomi 14T,17513000,5/4/2024
iPhone 12 Pro Max 128GB,24303000,5/4/2024
Xiaomi Redmi Note 13 (6GB 128GB),4419000,5/4/2024
Samsung Galaxy S23 8GB 128GB,12673000,5/4/2024
iPhone 13 Pro Max 128GB,21674000,5/4/2024
TECNO SPARK Go 2024 4GB 64GB,1958000,5/4/2024
Samsung Galaxy S24 Plus 12GB 512GB,24373000,5/4/2024
TECNO SPARK 20PRO+,3973000,5/4/2024
Samsung Galaxy S24 Plus 12GB 256GB,20627000,5/4/2024
Samsung Galaxy S23 FE 5G 8GB 128GB,12500000,5/4/2024
Samsung Galaxy S23 FE 8GB 256GB,12357000,5/4/2024
Tecno Camon 30 12GB/256GB,5801000,5/4/2024
Samsung Galaxy S23 Ultra 12GB 512GB,28077000,5/4/2024
TECNO POVA 5 8GB 128GB,4269000,5/4/2024
Samsung Galaxy M55 (12GB 256GB),10902000,5/4/2024
TECNO SPARK 20 8GB 128GB,3561000,5/4/2024
Tecno Camon 30 8GB/256GB,6186000,5/4/2024
OPPO Find X5 Pro 12GB 256GB,15886000,5/4/2024
Tecno Pova 6 (8GB/256GB),6983000,5/4/2024
Samsung Galaxy S24 Ultra 12GB 256GB,27727000,5/4/2024
OPPO Reno10 Pro+ 5G 12GB 256GB,13945000,5/4/2024
Samsung Galaxy S23 8GB 128GB,11337000,5/4/2024
iPhone 16 128GB,25294000,5/4/2024
iPhone 16 Pro Max 256GB,46252000,5/4/2024
Samsung Galaxy S24 Ultra 12GB 256GB,22343000,5/4/2024
iPhone 16 Pro 128GB,24974000,5/4/2024
iPhone 15 Pro Max 256GB,25239000,5/4/2024
Samsung Galaxy Z Fold6,42407000,5/4/2024
iPhone 13 128GB,15514000,5/4/2024
iPhone 15 128GB,18139000,5/4/2024
iPhone 14 Pro Max 128GB,26197000,5/4/2024
Samsung Galaxy A15 LTE 8GB 128GB,5285000,5/4/2024
iPhone 15 Plus 128GB,25298000,5/4/2024
iPhone 15 Pro 128GB,28869000,5/4/2024
Samsung Galaxy S23 Ultra 12GB 512GB,32710000,5/4/2024
Xiaomi POCO X6 Pro 5G 8GB 256GB,7850000,5/4/2024
Samsung Galaxy Z Flip6,24832000,5/4/2024
Xiaomi 14T,15735000,5/4/2024
iPhone 12 Pro Max 128GB,22417000,5/4/2024
Xiaomi Redmi Note 13 (6GB 128GB),3860000,5/4/2024
Samsung Galaxy S23 8GB 128GB,13061000,5/4/2024
iPhone 13 Pro Max 128GB,19857000,5/4/2024
TECNO SPARK Go 2024 4GB 64GB,1729000,5/4/2024
Samsung Galaxy S24 Plus 12GB 512GB,23981000,5/4/2024
TECNO SPARK 20PRO+,5342000,5/4/2024
Samsung Galaxy S24 Plus 12GB 256GB,18844000,5/4/2024
Samsung Galaxy S23 FE 5G 8GB 128GB,13405000,5/4/2024
Samsung Galaxy S23 FE 8GB 256GB,14738000,5/4/2024
Tecno Camon 30 12GB/256GB,4986000,5/4/2024
Samsung Galaxy S23 Ultra 12GB 512GB,23381000,5/4/2024
TECNO POVA 5 8GB 128GB,3927000,5/4/2024
Samsung Galaxy M55 (12GB 256GB),11285000,5/4/2024
TECNO SPARK 20 8GB 128GB,2741000,5/4/2024
Tecno Camon 30 8GB/256GB,4862000,5/4/2024
OPPO Find X5 Pro 12GB 256GB,15170000,5/4/2024
Tecno Pova 6 (8GB/256GB),7631000,5/4/2024
Samsung Galaxy S24 Ultra 12GB 256GB,26293000,5/4/2024
OPPO Reno10 Pro+ 5G 12GB 256GB,13697000,5/4/2024
Samsung Galaxy S23 8GB 128GB,17542000,5/4/2024
iPhone 16 128GB,20632000,5/4/2024
iPhone 16 Pro Max 256GB,39666000,5/4/2024
Samsung Galaxy S24 Ultra 12GB 256GB,19925000,5/4/2024
iPhone 16 Pro 128GB,31305000,5/4/2024
iPhone 15 Pro Max 256GB,26915000,5/4/2024
Samsung Galaxy Z Fold6,51923000,5/4/2024
iPhone 13 128GB,12040000,5/4/2024
iPhone 15 128GB,25416000,5/4/2024
iPhone 14 Pro Max 128GB,15970000,5/4/2024
Samsung Galaxy A15 LTE 8GB 128GB,4013000,5/4/2024
iPhone 15 Plus 128GB,22709000,5/4/2024
iPhone 15 Pro 128GB,23163000,5/4/2024
Samsung Galaxy S23 Ultra 12GB 512GB,33417000,5/4/2024
Xiaomi POCO X6 Pro 5G 8GB 256GB,8494000,5/4/2024
Samsung Galaxy Z Flip6,25701000,5/4/2024
Xiaomi 14T,13968000,5/4/2024
iPhone 12 Pro Max 128GB,23992000,5/4/2024
Xiaomi Redmi Note 13 (6GB 128GB),4377000,5/4/2024
Samsung Galaxy S23 8GB 128GB,15170000,5/4/2024
iPhone 13 Pro Max 128GB,22265000,5/4/2024
TECNO SPARK Go 2024 4GB 64GB,1822000,5/4/2024
Samsung Galaxy S24 Plus 12GB 512GB,26533000,5/4/2024
TECNO SPARK 20PRO+,4369000,5/4/2024
Samsung Galaxy S24 Plus 12GB 256GB,21224000,5/4/2024
Samsung Galaxy S23 FE 5G 8GB 128GB,11051000,5/4/2024
Samsung Galaxy S23 FE 8GB 256GB,11051000,5/4/2024
Tecno Camon 30 12GB/256GB,5361000,5/4/2024
Samsung Galaxy S23 Ultra 12GB 512GB,29685000,5/4/2024
TECNO POVA 5 8GB 128GB,4006000,5/4/2024
Samsung Galaxy M55 (12GB 256GB),9197000,5/4/2024
TECNO SPARK 20 8GB 128GB,2704000,5/4/2024
Tecno Camon 30 8GB/256GB,5481000,5/4/2024
OPPO Find X5 Pro 12GB 256GB,18125000,5/4/2024
Tecno Pova 6 (8GB/256GB),6435000,5/4/2024
Samsung Galaxy S24 Ultra 12GB 256GB,26742000,5/4/2024
OPPO Reno10 Pro+ 5G 12GB 256GB,13213000,5/4/2024
Samsung Galaxy S23 8GB 128GB,12095000,5/4/2024
iPhone 16 128GB,25853000,5/4/2024
iPhone 16 Pro Max 256GB,39528000,5/4/2024
Samsung Galaxy S24 Ultra 12GB 256GB,26594000,5/4/2024
iPhone 16 Pro 128GB,27068000,5/4/2024
iPhone 15 Pro Max 256GB,26683000,5/4/2024
Samsung Galaxy Z Fold6,39805000,5/4/2024
iPhone 13 128GB,11749000,5/4/2024
iPhone 15 128GB,20361000,5/4/2024
iPhone 14 Pro Max 128GB,26597000,5/4/2024
Samsung Galaxy A15 LTE 8GB 128GB,5291000,5/4/2024
iPhone 15 Plus 128GB,22764000,5/4/2024
iPhone 15 Pro 128GB,20980000,5/4/2024
Samsung Galaxy S23 Ultra 12GB 512GB,29855000,5/4/2024
Xiaomi POCO X6 Pro 5G 8GB 256GB,8291000,5/4/2024
Samsung Galaxy Z Flip6,26850000,5/4/2024
Xiaomi 14T,12857000,5/4/2024
iPhone 12 Pro Max 128GB,23436000,5/4/2024
Xiaomi Redmi Note 13 (6GB 128GB),3625000,5/4/2024
Samsung Galaxy S23 8GB 128GB,12630000,5/4/2024
iPhone 13 Pro Max 128GB,27336000,5/4/2024
TECNO SPARK Go 2024 4GB 64GB,1719000,5/4/2024
Samsung Galaxy S24 Plus 12GB 512GB,18712000,5/4/2024
TECNO SPARK 20PRO+,3669000,5/4/2024
Samsung Galaxy S24 Plus 12GB 256GB,18045000,5/4/2024
Samsung Galaxy S23 FE 5G 8GB 128GB,9641000,5/4/2024
Samsung Galaxy S23 FE 8GB 256GB,11010000,5/4/2024
Tecno Camon 30 12GB/256GB,4879000,5/4/2024
Samsung Galaxy S23 Ultra 12GB 512GB,19257000,5/4/2024
TECNO POVA 5 8GB 128GB,3560000,5/4/2024
Samsung Galaxy M55 (12GB 256GB),10742000,5/4/2024
TECNO SPARK 20 8GB 128GB,2604000,5/4/2024
Tecno Camon 30 8GB/256GB,5127000,5/4/2024
OPPO Find X5 Pro 12GB 256GB,14920000,5/4/2024
Tecno Pova 6 (8GB/256GB),4909000,5/4/2024
Samsung Galaxy S24 Ultra 12GB 256GB,26856000,5/4/2024
OPPO Reno10 Pro+ 5G 12GB 256GB,15092000,5/4/2024
Samsung Galaxy S23 8GB 128GB,12313000,5/4/2024
iPhone 16 128GB,17805000,5/4/2024
iPhone 16 Pro Max 256GB,32806000,5/4/2024
